"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"ALL Other","Squeeze Mee",23/07/2025,"IN-422490","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","SQ002","Squeeze-Mee Strawberry 40x130ml",1,279.13,17
"ALL Other","Squeeze Mee",23/07/2025,"IN-422490","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","SQ011","Squeeze-Mee Tof/Car 40x130ml",1,279.13,17
"ALL Other","Novelties",23/07/2025,"IN-422490","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","TROPPOP41","Troppi Pops Litchi 4x(10x200ml)",3,313.04,17
"ALL Other","Novelties",23/07/2025,"IN-422490","P424","ELTZUR (PTY)LTD (CAD)","POSTNET SUITE 12","P/BAG X20097","LYDENBURG","","STEELPOORT PRIMARY SCHOOL KIOSK","STEELPOORT","","","082 921 1162","TROPPOP42","Troppi Pops Mango 4x(10x200ml)",1,104.35,17
"ALL Other","Novelties",23/07/2025,"IN-422491","P3632","JOSHUA GENERATION CHRISTIAN SCHOOL (CAD)","PO BOX 69","STEELPOORT","","","5&6 MIMOSA STREET","WINTERVELD BOTTEM VILLAGE","STEELPOORT","","082 375 6181 ESTELLE","TROPPOP40","Troppi Pops Pea/Apri 4x(10x200ml)",1,104.35,17
"ALL Other","Novelties",23/07/2025,"IN-422491","P3632","JOSHUA GENERATION CHRISTIAN SCHOOL (CAD)","PO BOX 69","STEELPOORT","","","5&6 MIMOSA STREET","WINTERVELD BOTTEM VILLAGE","STEELPOORT","","082 375 6181 ESTELLE","TROPPOP41","Troppi Pops Litchi 4x(10x200ml)",1,104.35,17
"ALL Other","Novelties",23/07/2025,"IN-422491","P3632","JOSHUA GENERATION CHRISTIAN SCHOOL (CAD)","PO BOX 69","STEELPOORT","","","5&6 MIMOSA STREET","WINTERVELD BOTTEM VILLAGE","STEELPOORT","","082 375 6181 ESTELLE","TROPPOP42","Troppi Pops Mango 4x(10x200ml)",1,104.35,17
"ALL Other","Novelties",23/07/2025,"IN-422491","P3632","JOSHUA GENERATION CHRISTIAN SCHOOL (CAD)","PO BOX 69","STEELPOORT","","","5&6 MIMOSA STREET","WINTERVELD BOTTEM VILLAGE","STEELPOORT","","082 375 6181 ESTELLE","TROPPOP43","Troppi Pops Guava 4x(10x200ml)",1,104.35,17
"ALL Other","Energy Drinks",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","DRA002","Dragon Energy Drinks 24x500ml",2,400,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ201","Snack a Juice Org S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ202","Snack a Juice C/Tail S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ204","Snack a Juice App S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ205","Snack a Juice Guava S/C 20% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ206","Snack a Juice Litchi S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422492","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ209","Snack a Juice Breakfast Punch 100% 24x500ml",1,343.92,17
"ALL Other","Mageu",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","MA001","Mageu  Banana 10x500ml",1,103.36,17
"ALL Other","Mageu",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","MA004","Mageu  Mabele  10x500ml",2,206.72,17
"ALL Other","Mageu",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","MA010","Mageu  Banana  10x1lt",1,148.23,17
"ALL Other","Mageu",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","MA013","Mageu  Mabele 10x1lt",2,296.46,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","SJ201","Snack a Juice Org S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","SJ202","Snack a Juice C/Tail S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","SJ205","Snack a Juice Guava S/C 20% 24x500ml",1,343.92,17
"ALL Other","Snack a Juice",23/07/2025,"IN-422493","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","SJ206","Snack a Juice Litchi S/C 100% 24x500ml",1,343.92,17
"ALL Other","Bromor Foods",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","BR002","Energade Naartjie 24X500ML",1,239.56,17
"ALL Other","National Brands",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","NB10951","Bkrs Toppers Choc 12x125g",1,114.50,17
"ALL Other","National Brands",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","NB10955","Bkrs Toppers Van 12x125g",1,114.50,17
"ALL Other","National Brands",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","NB10957","Bkrs Toppers Custard 12x125g",1,114.50,17
"ALL Other","Aquelle",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","QU202","aQuelle Sparkling 6x500ml",1,32.60,17
"ALL Other","Aquelle",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","QU402","aQuelle Sparkling 6x1.5lt",1,54.60,17
"ALL Other","Aquelle",23/07/2025,"IN-422494","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","QU602","aQuelle Naartjie 6x500ml",1,42,17
"OK","Foxi Snax",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FNP004","Foxi Puffs Spicy Tomato 20x50g",1,85.65,17
"OK","Foxi Snax",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FNP005","Foxi Puffs Sweet Chilli 20x50g",1,85.65,17
"OK","Frimax",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FRIM012","Frimax PC Fruit Chutney 24x125g",1,326.61,17
"OK","Mageu",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","MA010","Mageu  Banana  10x1lt",1,148.23,17
"OK","Mageu",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","MA013","Mageu  Mabele 10x1lt",2,296.46,17
"OK","The Beverage Co",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","P860007","Mirinda 6x2lt",1,88.30,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU201","aQuelle Still 6x500ml",5,163,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU401","aQuelle Still 6x1.5lt",10,546,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU501","aQuelle Still 4x5lt",5,417.50,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU701","aQuelle Litchi 6x1.5lt",3,239.40,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU702","aQuelle Naartjie 6x1.5lt",3,239.40,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU703","aQuelle Strawberry 6x1.5lt",3,239.40,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU707","aQuelle Marula 6x1.5lt",3,239.40,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU708","aQuelle Watermelon 6x1.5lt",3,239.40,17
"OK","Aquelle",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU709","aQuelle Honey Melon 6x1.5lt",3,239.40,17
"OK","Energy Drinks",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI002","Switch Energy Element 24x500ml",1,176.09,17
"OK","Energy Drinks",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI007","Switch Cranberry/Cherry 24x500ml",1,176.09,17
"OK","Energy Drinks",23/07/2025,"IN-422495","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI017","Switch Vit C Orange  24x500ml",1,176.09,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ201","Snack a Juice Org S/C 100% 24x500ml",1,354.24,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ202","Snack a Juice C/Tail S/C 100% 24x500ml",1,354.24,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ204","Snack a Juice App S/C 100% 24x500ml",1,354.24,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ206","Snack a Juice Litchi S/C 100% 24x500ml",1,354.24,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,354.24,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ502","Snack a Juice F/Ctail 100% 9x1.5lit",1,332.55,17
"Spar","Snack a Juice",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SJ503","Snack a Juice Mango 100% 9x1.5lt",1,332.55,17
"Spar","Energy Drinks",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SWI009","Switch Ginger Pine 24x500ml",2,379.14,17
"Spar","Energy Drinks",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SWI019","Switch Mango Peach 24x500ml",2,379.14,17
"Spar","Energy Drinks",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SWI023","Switch Dry Lemon 24x500ml",2,379.14,17
"Spar","Energy Drinks",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SWI039","Switch Tropical 24x500ml",2,379.14,17
"Spar","Energy Drinks",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","SWI056","Switch Pineapple Mango & Cherry 24x500ml",2,379.14,17
"Spar","Waterberg NEW",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","WBNEW1.5L","W/B Spring Water Still 12x1,5L",10,1034.80,17
"Spar","Waterberg NEW",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","WBNEW500","W/B Spring Water Still 24x500ml",5,630.45,17
"Spar","Waterberg NEW",23/07/2025,"IN-422496","P1647","SPAR LOWVELD GROUP (602086)(30 DS - I)","P.O. Box 33","Nelspruit","1200","","","","","","013 231 8156","WBNEW750","W/B Spring Water Still 12x750ml",10,921.70,17
"Engen","SG - Wrigley's",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","AIR203","Wrigley Gum Airwave  Blackcurrent 30",1,295.20,17
"Engen","SG - Wrigley's",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","AIR205","Wrigley Gum Airwave  Cherry Menthol 30",1,295.20,17
"Engen","SG - Wrigley's",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","AIR206","Wrigley Gum Airwaves Black Mint 30",1,295.20,17
"Engen","SG - Mars",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","MAR301","Bounty Bars 24x57g",1,350.16,17
"Engen","SG - Mars",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","MAR502","M & M Milk Choc Peanut 24x45g",1,347.28,17
"Engen","SG - Wrigley's",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","ORB172","Wrigley OTC Orbit Bubblemint 30",1,256.20,17
"Engen","SG - Wrigley's",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","ORB176","Wrigley OTC Orbit Prof White 30",1,256.20,17
"Engen","Sweets",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","QSCHOC001","QS&Co Engen Choc Peanuts 30x65g",1,472.50,17
"Engen","Sweets",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","QSCHOC002","QS&Co Engen Choc Raisins 30x65g",1,472.50,17
"Engen","Sweets",23/07/2025,"IN-422497","P3400","ENGEN BURGERSFORT (I)","P.O. Box 1474","Mulbarton","","2059","2484 Dirk Winterbak Str ext 13","Next to OK mini Market","Burgersfort","1150","013 231 7692","QSCHOC003","QS&Co Engen Choc Shortcake 30x65g",1,487.80,17
"OK","SG - Wrigley's",23/07/2025,"IN-422498","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","AIR201","Wrigley Gum Airwave  Menth/Eucyl 30",1,295.20,17
"OK","SG - Wrigley's",23/07/2025,"IN-422498","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","AIR205","Wrigley Gum Airwave  Cherry Menthol 30",1,295.20,17
"ALL Other","SG - Wrigley's",23/07/2025,"IN-422499","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","AIR201","Wrigley Gum Airwave  Menth/Eucyl 30",1,295.20,17
"ALL Other","SG - Wrigley's",23/07/2025,"IN-422499","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ORB174","Wrigley OTC Orbit Spearmint 30",1,256.20,17
"ALL Other","SG - Wrigley's",23/07/2025,"IN-422499","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ORB176","Wrigley OTC Orbit Prof White 30",1,256.20,17
"ALL Other","Biltong",23/07/2025,"IN-422499","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ZT201","Taki S/P Stokkies Chilli 20X40G",1,545.70,17
"ALL Other","Biltong",23/07/2025,"IN-422499","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ZT203","Taki Sliced P/Peri 20x50g",1,545.70,17
"ALL Other","Sweets",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","B012863","Maynards Mini Teddies Disp. 24x60g NEW",1,258.13,17
"ALL Other","Sweets",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","B012871","Maynards Orig W/Gums Disp 24x60G NEW",1,258.13,17
"ALL Other","Sweets",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","B3155","Beacon Slab Milk 12x80g",1,164.66,17
"ALL Other","Sweets",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","B3156","Beacon Slab Hazel Heaven 12x80g",1,164.66,17
"ALL Other","Diplomat",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","C677140","Cadbury Whole Nut Slab 80g 1x12",1,235.73,17
"ALL Other","Diplomat",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","C677142","Cadbury Fruit&Nut Slab 80g 1x12",1,235.73,17
"ALL Other","Diplomat",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","C677146","Cadbury Mint Crisp Slab 80g 1x12",1,235.73,17
"ALL Other","Diplomat",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","C677149","Cadbury Milk Slab 80g 1x12",1,235.73,17
